text,label,0.5
RT @iwantjo: Naiiyak talaga ako sa commercialssss ni Binay. Nakakaiyak yung kabullshit-an niya sa TV. OMG.,1,Filipino
Traffic enforcer naman trip ni Mar Roxas ??????,0,n/a
Even though im not gonna vote i think that binay is the right person for president or miriam defensor.,0,English
Yung do ni angel si binay ???? jusmiyo hahaha,1,n/a
Peña denies shutting down Binay daughter’s office | https://t.co/4bQYWKxnDs,0,n/a
@newsbreakph These are all lies. I hope VP Binay proves them wrong. #OnlyBinayNangabakIlocos,0,English
DUTERTE TILL THE END no regrets https://t.co/AzVf6mjpxo,0,n/a
Don't vote binay or marcos please,1,English
Seminar nyo muna to si Grace Poe kulang Na kulang pa sa karanasan #PHVoteDuterte #NakuPoe #DutertePaRin https://t.co/jDrlVn8zg5,1,English
@JoodithHeart baka naman parang Harvard ni Mar Roxas. Umattend lang din sya ng seminar sa Oxford. Lmao ??????,1,n/a
"What a desperate move???? RT @iamkarendavila: JUST IN. Mar Roxas calling on Grace Poe to talk. ""This is for unity. Mag-usap tayo"" @ANCALERTS",1,English
https://t.co/Gi0rKrRItp,n/a
Nahaharap sa panibagong plunder case si Vice President Jejomar Binay,0,Filipino
"If its not Miriam, then let it be Duterte. Alam ko naman if Duterte will win, there will be positions na ibibigay niya kay Miriam at Poe.",0,English
Why Binay resigned from the Cabinet by @ayeemacaraig | http://t.co/tgJtnMMcqv via @rapplerdotcom,0,English
BELIEVE. WE GOT THIS. #MarLeniForTheWIN!!! #SwitchToMar #RoxasRobredo2016 #RoRo https://t.co/6vQ6wn2I9q,0,English
Is Quiboloy a supporter of Duterte? #ANCHeadstart  https://t.co/sQiFnda5zd,0,English
"Don't back down Grace Poe! If he wants everyone to be united against Duterte, make Mar Roxas concede, not you please. @SenGracePOE",0,English
Ugh. @tahjeh @JayJingco reads a shitload of news. I've had more than enough of Binay to burn my eyeballs today.,1,English
Ayaw talaga sayo ng Filipino Mar Roxas Palpak ka!  LMFAO,Filipino
 https://t.co/XXGt4eY0Cw via @gmanews,1,n/a
"""We should all move towards healing and unity for our divided land."" -Vice President Jejomar Binay",0,English
.@alanpcayetano: Walang katahimikan kung si Binay ang presidente. Kasi he's hiding under the suit of immunity eh. #IkawNaBaCayetano,1,English
"Mga kandidato, nag-ikot sa mga probinsya Inikot ni Vice President Jejomar Binay ang lalawigan ng Laguna sa... https://t.co/ss2KqGQ0n5",0,Filipino
@stacydejesus Walang iwanan Makati Team Binay tayo #OnlyBinayInMakatiSanKaPa ,English
Ang Pagbabalik Binay In Makati,0,Filipino
PRIDE COMES BEFORE THE FALL. Sayang Poe. You could have shown the Filipinos matter more than your ambition #MarRoxas https://t.co/itN8DVQL2N,1,English
SC urged to remove Binay as Boy Scouts president https://t.co/zB3xTLevpj,0,English
.@TrillanesSonny: I am 100 percent certain that Binay will not change. He is a lifelong thief and plunderer. #VotePH2016,1,English
si VP Binay na ang solusyon sa kahirapan #OnlyBinayPriority4Ps,0,Filipino
"Itinuturong dummy ni Binay, pumalag https://t.co/yHH50IDpZX",0,n/a
Anak ni binay namn oh!! Kami lng ata may pasok ngayon tsk tsk.. ??????,1,n/a
NAKAKATAKOT MATULOG BAKA PAG GISING NATEN SI ROXAS NA 1st! ???? #Duterte ???? #PrayForPH #HalalanResults #Halalan2016,1,n/a
VP Binay @University of Batangas today. It was such a great honor to personally meet him.,0,English
Duterte at Santiago lang dapat nyeta anyare bat ang daming boto nila Roxas at Binay? Nakaka ulol,1,English
"#TV5AksyonsaTanghali | Vice Pres. Jejomar Binay, hindi sinagot ang tanong tungkol sa umano'y nakaw na yaman https://t.co/qR0wgoMBUg",0,Filipino
"@taulaiscassidy ""Actually di ako taga Makati pero napapaisip ako di naman siguro gaganda ang makati kung puro corrupt lang c VP Binay""",1,n/a
"so ano naman plano niyo ngayon? maga-alyansa si roxas at poe para pag nanalo si duterte, i-impeach niyo leche ??",1,Filipino
Nakakatulog pa ba yung babaeng nagsasalita sa paid advertisement ni binay? Puro kasinungalingan narinig ko eh.,1,Filipino
Nancy Binay biased,1,English
pwede pala to gawin pag si mar roxas ang iboboto mo https://t.co/xFJpufBy1T,0,Filipino
And pwede ba. Baguhan lang siya sa national scene?,Filipino
It hurts me to say this. But so is MAYOR du30. Ganun din si Binay nun. Purket senatorBBM,1,English
"Why Mar after Yolanda? ""Hindi alam ng lahat..."" #RoxasRobredo #PHVoteRoxas #MayoNaRoxasNa #MaayosAksyonReporma https://t.co/hvsz7AQK3D",0,English
What if pinatakbo ni PNoy si Poe para siraan nila ni Mar si Mayor Duterte? they are allies yet both of them are running for president. Fishy,1,English
@itismitsi Makati problems. Kasama na yung assumption na pro-Binay ako. ??,0,English
Bakit mo ipagkakatiwala ang bansa sa isang babangon pa lang kung meron namang Mar Roxas na 20+ years nang naglilingkod sa bayan? WAG POE,1,Filipino
Me? Undecided padin ??,n/a
#DU30.or.POE? https://t.co/0Sw3qfF9TZ,0,n/a
RT @eaaaaaarl: Only binay mo muka mo!,1,n/a
"ITS VERY ANNOYING HEARING BINAY'S CAMPAIGN ADS ON RADIO!! He's like, yah i was poor LIKE MOST OF YOU before so i can help you. SCREW THAT!",1,English
Lumalabas na mga nagrereklamo! Di Binay daw ang binoto pero kay Roxas daw napunta ang Vote!,1,Filipino
"Kalokohan yung commercial ni Mar Roxas, hindi sya marunong tumingin sa camera. Naka side view amputa.",1,Filipino
Kadaming satsat ni Binay. Nakakairita. Hays.,1,English
Just in: Nakakapagtaka! Bakit hunahabol si Roxas kay Duterte e sya ang pinakakukelat sa mga surveys. THAT'S THE... https://t.co/FPnmhCt5rp,0,Filipino
Di ko pinagsisihan na binoto ko kalaban ni Binay. I want change. Pero ayaw ng karamihan sa Makati ng pagbabago. Edi shing hahaha,0,Filipino
"Napansin lang po. Yung mga nag miting de avance sa Luneta talo lagi. 1998-DeVenecia, 2010-Villanueva. #RoxasRobredo QC Circle gaya ni Pnoy.",0,Filipino
Mar Roxas proclaimed datu by Lanao sultanate https://t.co/Nyluqomn8H | @Team_Inquirer https://t.co/GUcBGMzvcE,0,English
"Trillanes, mas natatakot umano kay Duterte dahil sa mga pagpatay kaysa kay VP Binay na tinawag niyang ""magnanakaw"" #DZMMTeleIkawNaBa",1,Filipino
Abay asang asa naman tong si mar roxas bilyon bilyon ang nagagastos sa pangangampanya,1,Filipino
"Binay is a master of condescension, and Poe comes awfully close. It's quite annoying. #PiliPinasDebates2016 #Halalan2016",1,English
"@raissawriter it won't be a big margin, maybe even a three way tie with Roxas and Binay and Poe who is supported by Durabis also close",0,English
"Wag ako binay, hindi ako uto kagaya nila. Lol ????",1,Filipino
Mar Roxas becomes Philippine president. #ScaryStoryIn5Words,1,English
"Manood kayo ng #PresidentialDebates2016 bukas sa ABS CBN. Abangan si Miriam, Duterte, Binay, Poe at Mar. Sa huling debate bago ang halalan.",0,Filipino
Selfie with my President and Vice President. ???? #Poe2016… https://t.co/TprFMCxkAL,0,English
DEVELOPING STORY:Binay tells Cavite City Gym audience that he has the capability &amp; experience to be president. (via @TheStandard_PH),0,English
@LorenaDimple60 #marroxas is desperate in general. Alam na nya na talo sya kaya ng bwisit na lang #DuterteTillTheEnd,1,English
lahat na ng commercial ginawa ni Binay! ????,0,Filipino
Binay is a trove of inconsistencies. #PiliPinasDebates2016,1,English
"#Binay @ #PHBizCon: Aquino administration is a ""period of lost opprtunities"". | via @madmiraflor",0,English
"Mga brad, let us not forget who the real enemy is, it's people like Binay.",1,English
#Duterte The peoples choice walang hinahakot c Hakot POE Queen,1,English
Kahit si dj ang endorser ni mar roxas kahit kathNiel fan pa ako sorry nalang,0,Filipino
letshe ka binay hahahahaha sakit sa tenga ng commercial  mo hayop ka hahahaha????????,1,Filipino
"Hindi magbabago si Binay, hindi niya kakalimutan ang mga pangakong kanyang binitawan#OnlyBinayUNAsaSamar",0,Filipino
"Mar Roxas: ""walang drama, trabaho lang""?? sir, you are supremely good in acting!  https://t.co/qUOjlMaN1V",1,English
"""AKO SI MAR ROXAS. HINDI AKO SIGA-SIGAAN, SHUNGA LANG AKO."" #ABSCBNLIARS",1,n/a
@pawerangerrr hahaha si Binay kasi ang itim niya,1,Filipino
nasusura ako sa mga commercial ni Mar Roxas,1,Filipino
"@mam_rhodaaaa ang ramdom lang eh noh, ba't di na lang goodbye mar/binay ??",0,Filipino
Andun si binay sa commercial nya eh. Black lang yung bg kaya medyo hindi sya pansin,1,Filipino
"Hoi Binay! Dinamay mo pa kami sa Nognog advertisement mo. FYI, nagtatrabaho din kami pero di kami nognog. Wag nga kami! Hahaha ????",1,Filipino
"Binay repeats he believes PDAF is good in concept, only problem was implementation. He wants lawmakers to be able to assist constituents.",0,English
"ang hirap kasi sa iba, just to go up they need to put others down... how sad! Go VP Binay! #OnlyBinayParehoTayo",0,English
Nog nog ako pero wala akong paki kay Binay.,1,Filipino
Binay or Poe? Just not Duterte. #voteextrawisely #Elections2016,0,English
#GundamSeed #GMAAniMEGA #AniMEGA,n/a
#POE2016,n/a
Episode 22,English
The Sea Dyed Red https://t.co/D2gtkBwxqU,0,n/a
"My fearless forecast, Binay will win the Presidential Elections. #Duterte2016",0,English
Parinigan Binay at Marcos?? Take it ez mga bro!,0,n/a
RT @trendinaliaPI: 6. Ateneo,n/a
7. Mac Belo,n/a
8. Sarah Geronimo - MINAMAHAL,n/a
9. Gimme5 Rocks SMManila,n/a
10. Only Binay,n/a
2015/11/22 05:53 PHT https:…,0,n/a
mas me reputasyon pa si binay kesa ke roxas kahit inaakusahan si binay na corrupt. https://t.co/XTSSj7yM0T,1,Filipino
No to Binay ???? https://t.co/Nn6nYkPFFc,0,English
2nd part of @societyofhonor &amp; @mangunonmarkets' short convo on Mar Roxas: https://t.co/xYZZmH9HtX,0,English
Talaga lang ah? Ang pangit talaga ng commercial ni binay,1,Filipino
"Our chance to put a stop to these Rich Oligarchs/ MEDIA, pati funds ginagamit sa pang sarili??DUTERTE TILL THE END https://t.co/q7nsZXhCWs",1,n/a
"PPCRV - KBP TALLYPartial/Unofficial result as of 5:50pmDuterte          1,311,236    30.27%Poe... https://t.co/2omZ2A0ViB",0,English
@cutieiramesor06 @gbayanay sabi nga ni binaY bata pa lang daw sya iniwan ng nanay(namatay) nya kasi waLa sila pera pampagamot.,0,Filipino
Chiz didnt know Binay is corrupt just like he didnt know UNA had anything to do w/ Poe's DQ  #ChizLovesBinay #much https://t.co/PsiadHf0wD,1,English
"PPCRV Presidential candidate results: (PARTIAL) as of 6:47 p.m.1 - DUTERTE-5,084,1732 - POE- 2,938,8783 -... https://t.co/1WtBpUdN9C",0,n/a
"""because of sandro kaya pinagtatanggol si BBM""u sure? yes, he looks good but we don't just base it there. I'll make tanggol binay nalang ??",1,English
"Early on, it seems to be among Duterte, Roxas, and Poe. MAR/POE PLEASE + LENI!!!",0,English
That's why its NO to Mar Roxas #RememberYolanda,1,English
Mas katanggap-tanggap na 2nd si Grace Poe. Parang may mali sa bilangan,Filipino
#DayaangDILAW,1,English
Omg binay anyare? ?? Bat hinilamos m lng? Dapat pinaligo mo n dami m kasalanan e ?? https://t.co/9gLbvNYkfL,1,n/a
GAGO BINAY TALAGANG LIBRE ANG PAG-AARAL SA PUBLIC SCHOOLS/SCUs ! GAGO BA U?,1,n/a
F*ck you ka bente. Hati kayo ni binay :D,1,Filipino
Binay gives gov't failing mark for Yolanda recovery efforts https://t.co/pWh5i2EI4Q https://t.co/aF1Gcm3CWj,0,English
"VP Binay dismayed over SSS pension hike veto; ""maliit na halaga, pinagkait pa"" | via @jv_arcena",0,English
"RT @iamBantay: ""Alcuaz later said that it was #Binay , the opposition leader, who requested that the panel format be scrapped."" || https://…",0,English
"Yan talaga #Binay! Wag kang gigive up! Parang ako, Hindi naniniwala kahit wala na talaga. ?? #Halalan2016 https://t.co/0v6svvJosY",0,English
Chiz slams VP Binay and LP’s offer for Gordon to file DQ cases against Poe - Read: https://t.co/gEhDcL7ymL https://t.co/MNg0wdBLI1,0,English
NAKAKAINIS KA GRACE POE,1,n/a
Ang mga bata ay nagtatanong...Sagutin nyo na lang! #RoxasRobredo,0,Filipino
Binay as Terror ng Masa https://t.co/j7oyUC7i8p,1,English
Tangina si Kai pala ... dapat pala si Binay na lang ang binoto natin kakasura. https://t.co/PYhsy96xVU,1,Filipino
"@ANCALERTS Accusers have been bringing on witnesses &amp; documents which Binay has responded w/ the phrase ""pulitika lang yan.""",0,English
Annoying kayning bag o nga ad ni binay hahahahanimas @sofiabigail__ @khrishaann,1,Filipino
VP Binay hits Sen Grace Poe: 'I never abandoned my country' https://t.co/Vq8R8Wb2iU #PHVote https://t.co/ootPwq4gwj,0,English
"@jabjimenez Hi sir, ang dami ko na pong friends na Duterte ang vote pero bakit Mar Roxas ang lumalabas sa President? PLEASE ANSWER",0,Filipino
"@ixrated I just hate double standards. I've seen some pro-admins calling Poe or Binay epal as well kasi, for practically doing same thing.",1,English
Ang drama ni BINAY taena!,Filipino
 #OTWOLBackslide commercial break,1,English
Haters gonna hate. #Du30 https://t.co/QSHebXqycc,0,n/a
Grabe lahat ng paninira kay Duterte kagagawan lahat ni Mar Roxas ang tumatakbong Presidente na kahit isa wala siya pinanalo sa mga tinakbo,1,Filipino
"bobotante n lng tlga ang boboto kay mar, binay at poe.",1,Filipino
Mar Roxas desparetely seeking Poe #nowyouknowyourgoingdown #Eleksyon2016 #imforchange #Du30 @ItsRodyDuterte,1,n/a
#NakuPoe can't you tell an insult from a compliment? Duterte said he was running cuz you're an American. Tapos you offer him a job?!,1,English
Bagay kay Binay https://t.co/El7KKdS6Fi,0,n/a
@needbreaktime Yes. Duterte is not fit to be the country's chief diplomat. He should remain in Davao and not bring disgrace to PH.,1,English
"@khieeeeen nognog pandak laki sa hirap, yan si binay",1,n/a
Here goes Binay with his annoying hits ?????? #PiliPinasDebates2016,1,English
"To mar roxas, trillanes, daniel padilla, abs cbn, mtrcb and every duterte hater out there https://t.co/cmHMRaaraJ",0,English
"Bakit dahil kay Binay, wala masydong nangyari? Puro satsat lang kasi.",1,n/a
Si Miriam Santiago. BEASTMODE.,n/a
Si Grace Poe PABEBE,n/a
Si Mar Roxas BREEZY,n/a
Si Jejomar Binay BITCH??,1,English
VP Binay reiterates denial of owning hacienda in Batangas https://t.co/TCj3Ych2Rp | via GMA News,0,n/a
eto na naman si Bakit kay Binay? bwiset @abcdellaii,1,Filipino
Si Trillanes wala ng pag asa kaya nabili na siya ni Mar Roxas,1,Filipino
"RT @cnnphilippines: VP Binay will turn 73 tomorrow, Nov. 11 | @Joyceilas",0,n/a
Only Binay! Is full of shit...,English
Halos nilalait na nya sarili para lang makuha attention ng mga tao,1,Filipino
"congratulations, gardo versoza! you just made it to my shit list ????????????1. binay2. tirso cruz III3. gardo versoza#mmk",1,English
wala ng ibang solusyon kung di si Vp Binay #OnlyBinayParehoTayo,0,Filipino
VP Binay doesn't like to give Communities the ability to do things on their own because how will they depend on corrupt politicians? #TalkPH,1,English
the more i listen to gringo the more i'm convinced his heart's not in this. probably got promised $$$ by binay. https://t.co/1hNJt5eyya,1,English
"""The current tax system puts too much burden on working class taxpayers and very little on well-off individuals."" - VP Binay#OnlyBinay",0,English
RT @manila_bulletin: LP to Binay: Where did you get the P600M you spent on TV ads? - Read: https://t.co/HLdUtVb5GT #BeFullyInformed https:/…,0,English
"Isyu ngayon  mga dilaw Bigas ind bala , ang kurakot na si Binay , ang Amerikanang Poe.. wag ilihis ang isyu sa napakatagal na .. #Duterte",1,Filipino
Can't see sincerity in Binay's eyes. #WantedPresident,1,English
"RT @JeraldxJohn: ""Ano daw pinagkaiba ni Binay kay Alma? Si Binay, nognog.. si Alma, moreno."" ????",0,Filipino
Kahit sino na manalo wag lang si Mar Roxas.,0,n/a
wala na bang mas iinit pa? kulay binay na ako kahit nasa bahay lang,0,Filipino
Utas na sa nabasa ko sa fb. Hahahaha. Winawalangya talaga si Binay e. ????,1,Filipino
Kaya siguro nagboo ang mga LP sa sinulog kasi talo na si mar roxas! Go Binay! #binayforpresident #NogNogSinunog  https://t.co/E8ODFqQogY,1,Filipino
@Aguzman_29 @y3nskirn the moment she accepted Mar Roxas' offer I lost my respect to her because she sold herself out to the yellow demons,0,English
Galit ako sa mga taong mapagsamantala at bully yun bang yun lang ang kaya nilang gawin. -Mar Roxas,Filipino
#WantedPresident,1,n/a
"Oo, nognog kana binay. Wala ng boboto sayo. Ha-ha",1,Filipino
"Tanggap ko namang di mananalo ang binoto kong si Senadora Miriam. PERO ANG DI KO MATANGGAP AY NAUNA PA SA KANYA SINA ROXAS, POE AT BINAY!!!!",0,Filipino
Mar Roxas on 2nd spot. Okay. Nothing to say.,1,English
#GundamSeed #GMAAniMEGA #AniMEGA,n/a
#POE2016,n/a
Episode 19- Fangs of the Enemy https://t.co/dZ6tYAlvxU,0,English
Kaloka si Binay lakad ng lakad! Ilipat ang podium! ,Filipino
#PiliPinasDebates2016,1,n/a
Ayaw mo kay Duterte?? Si Grace Poe ba ang iboboto mong presidente? o si Binay o si Mar Roxas?  eto panoorin mo... https://t.co/aUOmPv21AA,0,Filipino
@johnervinsuba Inlove sya kay Binay . &lt;/3 swerte. AHAHAHA!,0,n/a
2nd si Mar Roxas??!! What the??!! #Halalan2016 #HalalanResults #DayaangDilaw,1,English
Traffic dahil kay binay. Di mainam ??,0,Filipino
I can't even believe that Mar Roxas is on 2nd Place in the most number of votes for the presidential candidacy. Is this for Real?,1,English
Bakit si Mar Roxas e may Duterte naman :3,0,Filipino
"Binay: Under Binay presidency, got will have more effective supervision, monitoring of projects, support of business#PHvote",0,English
RT @JuliaMStaRomana: Victim blaming na naman? Is it so difficult for Mar Roxas to imagine that most of those affected by #tanimbala... http…,1,English
Sasali daw si Roxas at Binay for boys24?? #KpopHalalan2016,0,English
Bayan na makulay pag si VP Binay ang nag tagumpay!  #OnlyBinayWinner Only B1NAY,0,Filipino
"Bukas ng 8:00am tignan niyo, si Mar Roxas na ang panalo #Election2016  HAHAHAHAHAHAHA",0,Filipino
Ang yaman talaga ni Binay. May Bagong Ad oh! Only Binay HAHAHA!,1,English
"#RadyoPatrol Mga militante at SSS pensioner, nag-rally sa Mendiola; veto ni PNoy, zero vote umano ang katapat para kay Mar Roxas | via DZMM…",0,Filipino
"#TV5AksyonsaTanghali | VP Binay, bumaba ang lamang kontra ibang kandidato sa bagong SWS survey https://t.co/j2bmel4Hv0",0,Filipino
"RT @_nicklegaspi_: Sino ba si Binay? Yuan: Nognog, Pandak, Laki sa Hirap.",0,Filipino
