text,hate label,language label,0.5,0.6,0.7,0.8,0.9
@Team_Inquirer @VPJojoBinay @10avendano binay had a woman he even allowed to work in makati city hall na NI MINSAN HINDI GINAWA NI DUTERTE,1,English,English,English,English,English,n/a
Binay tarp draws criticism https://t.co/KAcg1WvA52 | via Cebu Daily News,0,English,English,English,n/a,n/a,n/a
"only binay touches my skin, who touches yours?",1,English,English,English,English,English,English
@MigsMatabuena mar roxas tayo! HAHAHAHAHAHAHAHA,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Mar Roxas minus the ‘razzle dazzle’ https://t.co/ZUIJjA53XB,0,English,n/a,n/a,n/a,n/a,n/a
"Binay: ""Marami akong nagawa.""
Me: ""Pero mas marami kang nanakaw.""",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
We don't care about your father Grace. We don't care about his father either. Stop appealing to emotions. #PiliPinasDebates2016,1,English,English,English,English,English,English
the anti-duterte tv ad is a future classic,0,English,English,n/a,n/a,n/a,n/a
Candidate Number 1: Jejomar Binay (Philippine Presidentiables 2016 Series) Part 1 of 3 @philstarstyle https://t.co/Wby7OESDGR via @sharethis,0,English,English,n/a,n/a,n/a,n/a
.@Kuya_duterte Sabihan mo 'yang si Pareng Binay na 'wag magvivideo kung madilim. Mahirap na ??,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
@btflprincess lge i know. Sumusunod si Roxas ni Duterte wth,1,Filipino,English,English,English,English,English
"Please Lord, if its not Duterte, make it to Miriam!
Never to Roxas. ?? #DU30FTW  #Election2016",0,English,English,English,English,n/a,n/a
"Para lang may sumalubong, P500 kada tao? Wow. Papangalanan ko na, Mr. Mar Roxas? Ba't ka ganyan? :(",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Yawa manis Mar Roxas oi! So its the passenger's fault they have bullets in their luggages?! ??????,1,English,English,English,English,English,English
@JbMavini @ItsGelicaa basta taga pasig at mandaluyong mga pogi at maganda yan diba boss angel? Mga taga makati kamuka ni binay eh hahahah!,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Binay vows to champion one town, one product program of DTI 
#PHvote",0,English,English,English,English,English,English
"Binay eats lunch at MOA food court, more selfies after @manila_bulletin https://t.co/x6X3BI84ck",0,English,English,English,English,English,n/a
"Binay voters are those who are poor,  received continuous benefits from the VP..",1,English,English,English,English,English,English
Saludo ako sayo. Binay. ??????????,0,Filipino,n/a,n/a,n/a,n/a,n/a
"Binay: Without logistical system to support SMEs, wealth became more concentrated, poverty deepened.
#PHvote",0,English,English,English,English,English,English
"Mar Roxas' full statement inviting Grace Poe for unity meeting. ""Kuno"" https://t.co/zvK9fxYH3x",1,Filipino,English,English,English,n/a,n/a
"Enrile said that even though there are many allegations against Binay, his candidacy remains strong. #PoliticsPH",0,English,English,English,English,English,English
Ito’y kaugnay sa mga alegasyon ng katiwalian at korapsyon na ayon sa kampo ni Binay ay layong sirain ang kandidatura ng bise presidente.,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"#RoxasRobredo2016 Epic fail: Mar Roxas's campaign video featuring Billy Crawford, JayR and Kris Lawrence https://t.co/bNQY6GABOZ",1,English,English,English,n/a,n/a,n/a
Hala ka Binay!??,1,Filipino,English,English,English,English,English
"@ixrated I just hate double standards. I've seen some pro-admins calling Poe or Binay epal as well kasi, for practically doing same thing.",1,English,English,English,English,English,English
Banas na banas ako sa campaign advertisements ni Mar Roxas.,1,Filipino,Filipino,n/a,n/a,n/a,n/a
Mainit na nga pinatay pa yung power! Taksyapo ka binay kasalanan moto,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Hay nako Mar Roxas, shut up ka nalang.",1,Filipino,English,English,English,English,English
yung paglapit ni Binay sa audience parang yung mga naglalakong tindero sa kalsada di mo naman kailangan ng product nya #PiliPinasDebates2016,0,Filipino,Filipino,Filipino,Filipino,n/a,n/a
MAR ROXAS SURRENDERS THREE DAYS AHEAD OF THE BATTLE and DIALS GRACE POE FOR HELP! There goes… https://t.co/IPvL7XQ0MX,0,English,n/a,n/a,n/a,n/a,n/a
@Markksanity huh? Si binay naninira ng pagkakaibigan? Ahahaha!,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"@kristellejeane Oo!!!!!!! Sabi nya igorot daw ksi si binay hhahaha nainis tuloy ako. Sabi ko kurakot yan, puro Makati lang yan, di nagevolve",1,Filipino,n/a,n/a,n/a,n/a,n/a
We've seen the worst of Mar Roxas when Yolanda stroke the nation last 2013.he proved then that he is a incompetent Leader and poor manager.,1,English,English,English,English,English,English
"His pal shot dead, Binay vows some serious crimefighting; to name Honasan anti-crime czar https://t.co/MqkGlWr5AC https://t.co/sEoZgsMI8Z",0,English,English,English,English,n/a,n/a
"Si Binay kung makatitig, wagas. Si Chiz kung makaiwas, halatang may 'feelings' pa. Nalalapit na POE ang disGRASYA.  https://t.co/giGTszc5dN",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"@DZMMTeleRadyo kasama din si #Binay sa PNoy's administration diba? So, part din sya ng #lostOpportunity",1,Filipino,n/a,n/a,n/a,n/a,n/a
"Tulong ni Binay, may nakatatak na 'Binay' https://t.co/J2JWhYIe4r",0,Filipino,n/a,n/a,n/a,n/a,n/a
